source,reference,hypothesis,chrf_segment,bleu_segment,ter_segment
The main function of the part labeled III is A. formation of egg shell B. secretion of digestive enzymes C. implantation of foetus D. temporary storage of food,Babban aikin sashin da aka yiwa laƙabi da III shine Option A. samuwarharsashin ƙwai Option B. fitar da enzymes masu narkewa Option C. dasa tayin Option D. ajiyar abinci na wucin gadi,Babban aikin Sashe mai taken III ne Option A. Samuwar harsashi kwai Option B. Section na enzymes na narkewa Option C. panclantation na tayin Option D. Aikin abinci na wucin gadi,58.070709858408364,26.914068653253963,50.0
Which of the following farm animals could be used of breeding purposes? A. Buck B. Bullock C. Hog D. Wether,Wanne daga cikin waɗannan dabbobin gona ne za a iya amfani da shi don kiwo? Option A. Buck Option B. Bullock Option C. Hog Option D. Wether,Wanne ne daga cikin dabbobi masu zuwa na iya amfani da dalilai na kiwo? Option A. Buck Option B. Bullock Option C. Hog Option D. Weter,73.52335506358727,58.71971937372795,33.33333333333333
Anaemia in farm animals is caused by A. sulphur deficiency B. magnesium deficiency C. iodine deficiency D. iron deficiency,Rashin jini a dabbobin gona yana faruwa ne sakamakon ƙarancin Option A. sinadarin sulfur Option B. Rashin sinadarin magnesium Option C. Rashin sinadarin iodine Option D. Rashin sinadarin iron,Anemia a cikin dabbobi Option A. Sasarar sulfur Option B. Rashin karancin Magnesium Option C. rashi na Aodine Option D. Rashin ƙarfe,47.161112622650876,24.3385356303045,55.172413793103445
"During the incubation of fertilizated poultry egg, food and protection to the embryo are provided by the A. albumen B. chalazae C. egg shell D. shell membrane","A lokacin da aka haƙa ƙwai na kaji da aka yi da taki, abinci da kariya ga tayin ana samar da su ta hanyar Option A. albumen option B. chalazae Option C. harsashin ƙwai Option D. membrane na harsashin ƙwai","A yayin shiryawa da kwai mai kaji, abinci da kariya zuwa amfrayo ana bayar da shi ne Option A. Albumen Option B. Chalazae Option C. harsashi kwai Option D. Shell membrane",48.917861904628964,12.856798984521369,57.49999999999999
An example of a humpless cattle is A. White Fulani B. Red Bororo C. N'Dama D. Keteku,Misalin shanu marasa tozo shine option A. Fararen shanu option B. Red bororo option C. N'Dama option D. Keteku,Misalin dabbobin wulfi Option A. Farin FUulani Option B. Red Bororo Option C. N'Dama Option D. Keteku,50.99855326226772,15.646327194763158,31.57894736842105
Which of the following diseases of sheep is transmitted A. Blacklets B. Foot and mouth C. Heartwater D. Tuberculosis,Wanne daga cikin waɗannan cututtukan tumaki ne ke yaɗuwa Option A. Blacklets Option B. baki da ƙafafu Option C. Ciwon zuciya Option D. Tarin Fuka,Wanne ne daga cikin cututtukan masu zuwa na tumaki Option A. Blacklets Option B. Kafar da baki da baki Option C. Zuciya Option D. tarin fuka,60.99013904497801,32.18321162412336,40.0
Lush green forage is wilted before feeding to ruminants to prevent A. anaemia B. Bloat C. Ketosis D. tetany,Ana yin amfani da koren ciyawa mai laushi kafin a ciyar da dabbobi don hana Option A. rashin jini Option B. Kumburi Option C. Ketosis Option D. tetany,Lush Green forage ne Wilted kafin ciyar da dabbobi don hana Option A. anemia Option B. BOL Option C. Ketis Option D. Tetany,50.333661544856035,33.04152610730328,46.42857142857143
Female animals that are not accepted by their male counterparts could reproduce through A. pen mating B. flock mating C. line breeding D. artificial insemination,Dabbobin mata waɗanda maza ba su yarda da su ba za su iya haihuwa ta hanyar Option A. pen mating  Option B. flock mating Option C. line breeding Option D. artificial insemination,Dabbobin mata da aka yarda da su ta hanyar takwarorinsu na maza zasu iya haifarwa ta hanyar Option A. alkalami mai canzawa Option B. Bafke Maining Option C. Line kiwo Option D. Rashin daidaituwa na wucin gadi,51.104543455239615,19.913594426718127,65.625
Oestrus cycle in the ewe occurs every A. seven - eleven days B. twelve - sixteen days C. seventeen - twenty-one days D. twenty-two - twenty-six days,Zagayowar Oestrus a cikin tunkiya yana faruwa kowane Option A. kwana bakwai - goma sha ɗaya Option B. kwana goma sha biyu - goma sha shida Option C. kwana goma sha bakwai - kwana ashirin da ɗaya Option D. kwana ashirin da biyu - kwana ashirin da shida,Oestrus sake zagaye a cikin etwus yana faruwa kowane Option A. Bakwai 7. Option B. Goma sha biyu - kwana goma sha shida Option C. Kwana goma sha bakwai - kwana daya Option D. ashirin da biyu - kwana ashirin da shida,67.09049270624668,46.291824693980445,29.166666666666668
Which of the following management practices is carried oout in poultry farming? A. Deworming B. Docking C. Disbudding D. Weaning,Wanne daga cikin waɗannan hanyoyin tsarin ake gudanarwa a kiwon kaji? Option A. Rage tsutsotsi Option B. Rufewa Option C. Ragewa Option D. Yayewa,Wanne ne daga cikin waɗannan ayyukan gudanarwa na gaba ana aiwatar da ayyukan kaji? Option A. Dewerming Option B. docking Option C. Disbudding Option D. WeAN,49.963691376046036,25.497991747250857,58.333333333333336
The part labeled I is the A. hock B. hoof C. pastern D. thigh,Ɓangaren da aka yiwa laƙabi da I shine Option A. Hock Option B. ƙofato  Option C. Castern Option D. cinya,Sashewar da aka yi taken i ne Option A. Hock Option B. Hoof Option C. Castern Option D. cinya,66.25282845947325,55.24852874142504,30.0
Which of the following nutrients is required most for the healthy development of the part labeled I? A. Calcium B. Fat C. Protein D. Vitamin D,Wanne daga cikin waɗannan abubuwan gina jiki ne ake buƙata mafi kyau don ci gaban lafiya na ɓangaren da aka yiwa laƙabi da I? Option A. Calcium Option B. Fat Option C. Protein Option D. Vitamin D,Wanne ne daga cikin abubuwan gina jiki masu zuwa mafi yawan don ingantaccen ci gaban ɓangaren ɓangare na alama? Option A. Calcium Option B. mai Option C. furotin Option D. Vitamin D,58.754550392519256,34.36633118677283,43.24324324324324
Which of the following operations may be carried out on the part labeled I? A. Disbudding B. Docking C. Fumigation D. Trimming,Wanne daga cikin waɗannan ayyukan za a iya yi a ɓangaren da aka yi wa laƙabi da I? Option A. Ragewa Option B. Rufewa  Option C. Feshi Option D. Gyarawa,Wanne daga cikin ayyukan da za a iya aiwatar da su a bangaren da aka yi magana da ni? Option A. Disbudding Option B. docking Option C. Fushigation Option D. Trimming,51.1515353355993,21.462952437917725,43.333333333333336
Which of the following products could be obtained from poultry by-products? A. Glue B. Pillow C. Sweater D. Leather,Wanne daga cikin waɗannan samfuran za a iya samu daga kayayyakin kaji? Option A. Gam Option B. Matashin kai Option C. Rigar sanyi Option D. Fata,Wanne ne daga cikin samfuran waɗannan masu zuwa daga poulry? Option A. Manne Option B. Matashin kai Option C. Sweater Option D. Fata,58.80639295291422,41.11704066665341,42.30769230769231
Which of the following management practices is used in the identification of livestock? A. Branding B. Docking C. Dehorning D. Shearing,Wanne daga cikin waɗannan hanyoyin gudanarwa ake amfani da shi wajen gano dabbobi? Option A. Alamar kasuwanci Option B. Rufewa Option C. Yankan ƙaho Option D. Aski,Wanne ne daga cikin waɗannan ayyukan gudanarwa na gaba ana amfani da shi a cikin tantance dabbobi? Option A. Birni Option B. docking Option C. Dehorning Option D. Twearch,55.13205591327841,25.795356985999742,51.85185185185185
A disease that could result from giving animals mouldy food is? A. anaplasmosis B. aspergillosis C. babesiosis D. theileriosis,Wace cuta ce da za a iya samu daga bai wa dabbobi abinci mai hunhuna? Option A. anaplasmosis Option B. aspergillosis Option C. babesiosis Option D. theileriosis,Cutar da za ta iya haifar da baiwa dabbobi abinci mai narkewa? Option A. Anaglasmosis Option B. Aspergaillis Option C. Babesiosis Option D. Theiloreosis,59.03894325986753,19.958193257495907,44.44444444444444
The benefits of planting grass-legume mixture does not include A. higher productivity of the pasture B. suppression of weeds C. decreased soil fertility D. prevention of soil erosion,Amfanin dasa ciyawa cakuɗe da ƙwayoyin wake bai haɗa da Option A. ƙarin samar da abinci a wurin kiwo ba Option B. danne ciyayi marasa amfani Option C. rage albarkar ƙasa Option D. kariya daga zaizayar ƙasa,Fa'idodi na cakuda cakuda-kasusuwa bai hada da shi ba Option A. Tsarin da aka tsara mafi girma na makiyaya Option B. Cutar da ciyawa Option C. Rage takin ƙasa Option D. Yin rigakafin ƙasa,38.29250000404559,14.243759332816893,70.27027027027027
"In artificial insemination, semen collected is stored in liquid A. ammonia B. chlorine C. nitrogen D. oxygen","A cikin yin amfani da maniyyi na wucin gadi, ana adana maniyyin da aka tattara a cikin ruwan Option A. ammonia Option B. chlorine Option C. nitrogen Option D. oxygen","A cikin m metomin, maniyyi da aka tattara a cikin ruwa Option A. ammoniya Option B. Chlorine Option C. nitrogen Option D. Oxygen",61.43069866563382,34.89264476896118,36.666666666666664
The system in which a lamb is raised by another ewe is known as A. feeding B. fostering C. rearing D. weaning,Tsarin da wata tunkiya ke kiwon wani ɗan rago ana kiransa da Option A. ciyarwa  Option B. fostering Option C. renon yara Option D. yayewa,Tsarin da aka ɗaga ɗan rago ta wani ve Option A. Ciyarwa Option B. C. rearing Option D. WeAN,41.317261156811114,13.755274871304534,52.0
Which of the following excretory organs maintains a healthly balance of body fluids in farm animals? A. Kidney B. Liver C. Lung D. Skin,Wanne daga cikin waɗannan gaɓoɓin fitar da dattin jikin ke kiyaye ingantaccen ma'aunin ruwa a jikin dabbobi? Option A. Ƙoda Option B. Hanta Option C. Huhu Option D. Fata,Wanne ne daga cikin abubuwan da ke tattare da gabobin da ke kula da ingantaccen ma'aunin ruwa a jikin dabbobi? Option A. Koda Option B. hanta Option C. huhu Option D. Fata,65.52632272549216,40.0545857179878,34.48275862068966
The disease caused by the bacterium Bacillus anthracis in pigs is A. anthrax B. aspergillosis C. brucellosis D. rinderpest,Cutar da ƙwayar Bacillus anthracis ke haifarwa a aladu ita ce Option A. anthrax Option B. aspergillosis Option C. brucellosis Option D. Rinderpest,Cutar ta haifar da kwayoyin bacillus bacillus a cikin aladu shine Option A. Anthrax Option B. Aspergaillis Option C. Brucellosis Option D. Rindige,55.98543861934263,15.701382758997571,47.82608695652174
Which of the following plants is a pasture legume? A. Panicum maximum B. Puereria phaseoloides C. Andropogon gayanus D. Pennistetum purpureum,Wanne daga cikin waɗannan shukokin dake biye ya kasance tsiron kiwo na wake? Option A. Panicum maximum Option B. Puereria phaseoloides Option C Andropogon gayanus Option D. Pennistetum purpureum,Wanne daga cikin waɗannan tsire-tsire masu zuwa ke tafe? Option A. Paicum Matsakaicin Option B. Puerea Pateroloides Option C. Androugon gayanus Option D. Pennistetetum tsarawa,56.85665066543897,25.70529873022107,58.620689655172406
Muscle rigidity and non-responsiveness to stimulus in dead farm animals is known as? A. muscle fatigue B. tendering C. rigor mortis D. rough muscles,Taurin tsoka da rashin martanin a matattun dabbobi ana kiran shi da Option A. Gajiyar tsoka Option B. tauri Option c. taurin gawa bayan mutuwa Option D. tsoka mara taushi,Tsoka tsoka da rashin amsawa ga mai motsawa a cikin dabbobi masu mutu gona da aka sani da su? Option A. GASKIYA Option B. Mai haskakawa Option C. Rigor Moris Option D. Muscles m,39.53309125128898,10.834381375292095,80.0
The amount of feed given to a farm animal daily is known as? A. ration B. diet C. supplement D. meal,Yawan abincin da ake ciyar da dabbar gona a kowace rana ana kiransa da? Option A. ration Option B.diet Option C. supplement Option D. meal,Yawan abinci da aka bayar ga dabba dabba an san shi? Option A. Rani Option B. Abincin Option C. Karin Option D. abinci,42.9581088076039,17.295598839485038,64.0
Foot and mouth disease in sheep is caused by a A. bacterium B. fungus C. protozoan D. virus,Cutar ƙafa da bakin tumaki na samuwa ne sakamakon Option A. bacterium Option B. fungus Option C. protozoan Option D. virus,Ikon cutar da bakin tumaki ana haifar da shi ta Option A. Kwayoyin cuta Option A. B. naman gwari Option C. Protozoan Option D. Kwayar cuta,46.565320621079934,13.750902305262409,66.66666666666666
The carbohydrate in milk is called A. fructose B. galactose C. glucose D. lactose,Madarar dake cikin carbohydrate ana kiranta da Option A. fructose Option B. galactose Option C. glucose Option D.lactose,Ana kiran carbohydrate a cikin madara Option A. Fructose Option B. Galactose Option C. Glucose Option D. LOCOOSE,65.34117670995553,18.0598838665895,44.44444444444444
Micro-organisms which cause diesease in farm animals are called A. parasites B. pathogens C. pests D. vectors,Ƙwayoyin halittar da ba a gani da ido dake haifar da cuta a dabbobin gona ana kiransu da Option A. parasites Option B. pathogens Option C. pests Option D. vectors,Microorganisms wanda ke haifar da cutar a cikin dabbobi dabbobi ana kiransu Option A. Parasites Option B. Pathogens Option C. kwari Option D. Vectors,56.474172844572344,13.090246898261457,50.0
Which of the following materials is not used in the process of artificial inseminaton? A. Burdizzo B. Diluents C. Glycine D. Liquid Nitrogen,Wanne daga cikin waɗannan kayayyakin ne ba a amfani da shi wurin aiwatar da shigar da maniyyi ba tare da saduwa ba? Option  A. Burdizzo Option B. Diluents Option C. Glycine Option D. Liquid Nitrogen,Wanne ne daga cikin waɗannan kayan da ba a amfani dashi ba yayin aiwatar da rashin lafiyar wucin gadi? Option A. Burdizzo Option B. Diluructs Option C. Glycine Option D. Liqui Nitrogen,70.41548219173409,40.49750212655044,42.857142857142854
The tool illustrated is used mainly to harvest A. forage B. legumes C. tubers D. vegetables,Kayan aikin da aka bayyana ana amfani da shi ne musamman wurin girbin Option A. abincin dabbobi Option B.wake Option C. tsirran cikin ƙasa Option D. kayan lambu,Ana amfani da kayan aikin da aka yi amfani da shi sosai don girbi Option A. forage Option B. Legumes Legumes Option C. Tubers Option D. Kayan lambu,49.31419125164209,16.674430700171108,53.57142857142857
A castrated male cattle is called a A. barrow B. bullock C. capon D. whether,Sa da aka dandaƙe ana kiransa da Option A. barrow Option B. bullock Option C. capon Option D. whether,Ana kiran dabbobin maza masu haɗari Option A. Barrow Option B. Bullock Capon Option D. Ko,46.68487454062406,13.91688648769606,52.63157894736842
One of the disadvantages of artificial insemination is that A. it is less expensive than natural mating B. it helps to eliminate the wastage of semen C. it requires high technical know-how D. the cost of maintaining male animal is eliminated,Ɗaya daga cikin rashin amfanin saka maniyyi ba tare da saduwa ba shi ne Option A. ba shi tsada fiye da saduwa kai-tsaye Option B. yana taimakawa wurin hana asarar maniyyi Option C. yana buƙatar sanin yadda harkar take Option D. an cire batun kashe kuɗin kula da namijin dabbar,Daya daga cikin rashin daidaito na wucin gadi na wucin gadi shine Option A. Ba shi da tsada sosai fiye da matala na zahiri Option B. Zai taimaka wajen kawar da bata da maniyyi Option C. Yana buƙatar babban fasaha na fasaha-yaya Option D. Kudin riƙe dabbar tana cire,47.46680568557108,12.414208704282302,68.0
A function of carbohydrate in animal nutrition is A. Production of hormones B. building up of flesh C. supply of energy D. repair of worn-out tissue,Aikin carbohydrate a abincin dabbobi shi ne Option A. Samar da hormones Option B. Gina tsoka Option C. samar da makamashi Option D. gyara ƙwayoyin jiki da suka tsufa,Aikin carbohydrate a cikin abincin dabbobi shine Option A. samar da homones Option B. Gina Jiki Option C. wadatar da makamashi Option D. Gyara na Sankar,69.1562465771722,31.371616450821204,37.93103448275862
Which of the following diseases is caused by a pathogen? A. Bloat B. Ketosis C. Mastitis D. Ostemalacia,Wanne daga cikin waɗannan cutukan pathogen ke haifarwa? Option A. Bloat Option B. Ketosis Option C. Mastitis Option D. Ostemalacia,Wanne ne daga cikin cututtukan masu zuwa ta haifar da pathogen? Option A. Bloat Option B. ketoxis Option C. mastitis Option D. Osteoma,64.7660511280932,36.41410562218426,50.0
"The parts labeled I, II, and III are known respectively as A. whiskers, rump and ear B. rump, whiskers and ear C. rump, ear and whiskers D. whiskers, ear and rump","Sassan da aka alamta da I, II da III an sansu ɗaya bayan ɗaya a matsayin Option A. gashin baki, jela da kunne Option B. jela, gashin baki da kunne Option C. jela, kunne da gashin baki Option D. gashin baki, kunne da jela","Sassan da aka yiwa alama, II, da III an san su kamar yadda Option A. Whisters, gindi da kunne Option B. Rump, Whischkers da kunne Option C. Rump, kunne da sukar Option D. Whiskers, kunne da gindi",46.64999859930776,25.931674337436753,50.0
A substance present in cotton seed which is toxic to swine is A. hydrochloric acid B. hydrocyanic acid C. gossypol D. theobromine,Wanne abu ne dake cikin irin auduga yake zama guba ga aladu Option A. hydrochloric acid Option B. hydrocyani Option C. gossypol Option D. theobromine,Wani abu ne a cikin zuriya auduga wanda yake da guba ga alade Option A. acid hydrochloric acid Option B. Hydrocyanic Acid Option C. Gossypol Option D. Theobromine,65.75776436130491,24.329753873713074,36.0
"If an animal from Kenya is reared in Nigeria, the animal is said to have been A. cross bred B. introduced C. inbred D. selected","Idan aka kiwata dabba daga Kenya a Najeriya, ana cewa dabbar ta kasance Option A. cross bred Option B introduced Option C. inbred Option D. selected","Idan ana tayar da dabba daga Kenya a Najeriya, an ce dabba ta kasance Option A. Giciye Bred Option B. An gabatar da shi Option C. Inbred Option D. zaba",59.929278750141336,32.03223494083361,50.0
Which of the followig methods enables a lame bull to reproduce ? A. Artificial insemination B. Pen mating C. Selection D. Introduction,Wanne daga cikin waɗannan hanyoyin ke bai wa gurguwar sa damar haihuwa? Option A. Saka maniyyi ba ta hanyar saduwa ba Option B. Haɗa ta da wata dabba Option C. Zaɓi Option D. Gabatarwa,Wanne daga cikin hanyoyin da ke gaba damar sa bijimin gurbi don haihuwa? Option A. Rashin daidaituwa na wucin gadi Option B. alkalami mai canzawa Option C. Zabi Option D. Gabatarwa,51.83360673143398,24.557748658605476,58.82352941176471
Which of the following forage crops is used to replenish nutrients in a rangeland? A. Panicum maximum B. Imperata cylindrical C. Axonopus compresus D. Calopogonium mucunoides,Wanne daga cikin waɗannan abincin dabbobin ake amfani da shi wurin farfaɗo da sinadarai a filin kiwo? Option A. Panicum maximum Option B.Imperta cylindrical Option C. Axonopus compresus Option D. Calopogonium mucunoides,Wanne ne daga cikin waɗannan amfanin gona mai zuwa don sake gina abubuwan gina jiki a cikin yanki? Option A. Paicum Matsakaicin Option B. IMPERTATA CYLINDRIC Option C. Axonopus compresus Option D. Calipogonium Muncuniyoes,50.43345676600784,30.37310652514115,62.5
Which of the following factors is not usually considered in establishing a pasture? A. Adaptation of species B. Palatability of species C. Compatibility of species D. Life cycle of the species,Wanne ne daga cikin waɗannann dalilan ba a cika dubawa ba yayin samar da filin kiwo? Option A. Sabo da yanayi na nau'ikan halittu Option B. Karɓuwar abinci na nau'ikan halittu Option C. Haɗuwar nau'ikan halittu Option D. Tsawon rayuwar nau'ikan halittu,Wanne ne daga cikin abubuwan da ke tafoki ba yawanci ana ɗaukar su a cikin kafa makiyaya ba? Option A. Karɓar nau'in halitta Option B. Palatseasar nau'ikan halitta Option C. Karɓa da iri Option D. Tsarin rasuwa na jinsin,44.55046140661858,17.51985766960405,69.04761904761905
A perennial grass with cane-like stems and dull green or purple leaf blade is A. Pennisetum Purpureum B. Axonopus compressus C. Panicum maximum D. Cynodon dactylon,Ciyawar shekara-shekara mai ɗauke da tushe kamar kara da koɗaɗɗem kore ko ganye mai launin inibi shi ne Option A. Pennisetum Purpureum Option B. Axonopus compressus Option C. Panicum maximum Option D. Cynodon dactylon,Ciyawar perennial tare da kara-kamar mai tushe da mara nauyi ko launin ruwan ganye mai launin shuɗi Option A. B. Axonopus comprateus Option C. mafi girma Option D. Cynodon Dattylan,43.93793834726496,16.89553908585708,58.82352941176471
Which of the followng practices inhibits the productivity of pastures? A. irrigation B. Overgrazing C. Regular weeding D. fertiliser application,Wanne daga cikin waɗannan ayyukan suke hana samuwar filin kiwo? Option A. Ban ruwa Option B. Cinye ciyawar fiye da misali Option C. cire ciyawa akai-akai Option D. saka taki,Wanne daga waɗannan ayyukan da ke hana yawan aikin makiyaya? Option A. ban ruwa Option B. Saboda overgring Option C. na yau da kullun Option D. Aikace-aikace taki,47.00336504603232,22.17113121930629,50.0
Which of the following factors does not influence the distribution of pastures? A. Type of animal B. Soil type C. Climate D. Topography,Wanne daga cikin waɗannan dalilan ba ya tasiri kan rarrabuwar filin kiwo?Option A. Nau'in dabba Option B. Irin ƙasa Option C. Tsarin yanayi Option D. Yanayin ƙasa,Wanne ne daga cikin waɗannan abubuwan da ke bayi ba sa rinjayi rarraba wuraren kiwo ba? Option A. Nau'in Dabba Option B. Nau'in ƙasa Option C. Classate Option D. Yanayin,61.20742577612833,30.648595997659086,59.25925925925925
One of the symptoms of Contagious Bovine Pleuro-pneumonia is A. lameness B. excessive salivation C. difficult breathing D. inflammation of udder,Ɗaya daga cikin alamomin Bovine Pleuro-pneumonia da ake ɗauka ta hanyar ma'amala shi ne Option A. Gurgunta Option B. yawan fitar yawu Option C. wahalar numfashi Option D. kumburin maman dabba,Daya daga cikin bayyanar cututtukan bovero-pneumonia ne Option A. Lameness Option B. KYAUTA KYAUTA Option C. Haske mai numfashi Option D. kumburi na nono,44.49675441931601,19.940730772389596,64.51612903225806
Which of the following farage crops helps to converse soil moisture? A. Pennisetum purpureum B. Centrosema pubescens C. Panicum maximum D. Boerhavia diffusia,Wanne daga cikin waɗannan abincin dabbobin ke taimakawa wurin kiyaye danshin ƙasa?  Option A. Pennisetum purpureum Option B. Centrosema pubescens Option C. Panicum maximum Option D. Boerhavia diffusia,Wanne daga cikin waɗannan amfanin gona masu zuwa yana taimakawa wajen kiyaye danshi na ƙasa? Option A. B. Centrosema Pubescents Option C. mafi girma Option D. BOERHAVIA,50.531603663332604,28.262899464757663,53.57142857142857
"Which of the following organisms serves as host to the parasite at the stage labelled I and II respectively ? A. Snail, pig B. Human, snail C. Human, pig D. Pig, Human","Wanne daga cikin waɗannan halittun ke aikin a matsayin wurin zaman halitta mai cutarwa a matakin da aka alamta da I da II ɗaya bayan ɗaya? Option A. Dodon koɗi Option B. Mutum, dodon koɗi Option C. Mutum, alade Option  D. Alade, Mutum","Wanne daga cikin halittu masu zuwa suna aiki a matsayin mai karbi a kan matakin da zan bi da II bi da bi? Option A. Snail, alade Option B. Dan Adam, Knail C., alade Option D. alade, dan Adam",40.775784508598264,19.583773653138277,62.7906976744186
